Correct,Target,Result,Input Time (s)
1,who,who,17.50343346595764
1,sun,sun,2.307788848876953
1,cow,cow,2.002753973007202
1,no,no,1.1999156475067139
1,horse,horse,1.5341854095458984
1,chair,chair,1.3930425643920898
1,now,now,1.0193829536437988
1,up,up,1.3912279605865479
1,bath,bath,1.3637173175811768
1,hello,hello,1.4008088111877441
