Correct,Target,Result,Input Time (s)
0,who,,10.014331102371216
1,sun,sun,4.245981693267822
1,cow,cow,3.0129458904266357
0,no,cow,3.0523860454559326
1,no,no,6.185447931289673
1,horse,horse,3.2665750980377197
0,chair,horse,2.974012851715088
1,chair,chair,5.9023590087890625
1,now,now,3.1212499141693115
1,up,up,2.227159023284912
1,bath,bath,2.1303186416625977
1,hello,hello,3.1180174350738525
