Correct,Target,Result,Input Time (s)
1,water,water,2.1468241214752197
1,why,why,4.543272972106934
1,finish,finish,2.0493485927581787
1,home,home,5.1767261028289795
1,happy,happy,4.396446704864502
1,open,open,7.3813300132751465
0,rain,open,3.0383188724517822
0,rain,,10.004339218139648
1,cat,cat,2.9981374740600586
1,down,down,3.07474946975708
1,sad,sad,3.129194974899292
