Correct,Target,Result,Input Time (s)
1,welcome,welcome,2.244306802749634
1,give up,give up,2.9666590690612793
1,relax,relax,1.797424077987671
1,bless,bless,1.9452099800109863
1,several,several,2.0816941261291504
1,prince,prince,1.7697153091430664
1,within,within,2.158870220184326
1,me,me,1.0479750633239746
1,corner,corner,1.7220358848571777
1,song,song,1.4063496589660645
