Correct,Target,Result,Input Time (s)
1,hat,hat,6.111063241958618
0,sleep,hat,1.9890797138214111
0,sleep,bed,4.113636255264282
0,sleep,bed,6.198953866958618
0,sleep,,10.002101182937622
0,dad,bed,0.2958199977874756
0,dad,mom,6.390765905380249
1,dad,dad,8.47833800315857
0,bird,,10.013335704803467
0,hot,,10.010868549346924
0,fast,thankyou,6.791453838348389
0,fast,,10.003466844558716
1,drink,drink,4.991000652313232
0,bed,,10.00085186958313
0,snow,,10.008158445358276
0,please,,10.011693239212036
