Correct,Target,Result,Input Time (s)
0,who,qhi'who,13.911826848983765
0,sun,sybackspaceun,3.365682601928711
1,sun,sun,5.734493970870972
1,cow,cow,2.364670515060425
1,no,no,1.7436766624450684
1,horse,horse,1.9688096046447754
1,chair,chair,1.9720635414123535
1,now,now,1.2160022258758545
1,up,up,1.2194788455963135
1,bath,bath,1.3557405471801758
1,hello,hello,1.8789842128753662
