Correct,Target,Result,Input Time (s)
1,water,water,1.9850425720214844
1,why,why,1.4710419178009033
1,finish,finish,1.6790838241577148
1,home,home,1.4535276889801025
1,happy,happy,1.9362218379974365
1,open,open,1.5356426239013672
1,rain,rain,1.962496280670166
1,cat,cat,1.3534257411956787
1,down,down,1.3513360023498535
1,sad,sad,1.3130812644958496
