Correct,Target,Result,Input Time (s)
1,hat,hat,1.3797316551208496
1,sleep,sleep,1.597722053527832
1,dad,dad,1.1802232265472412
1,bird,bird,1.510869026184082
1,hot,hot,1.204420804977417
1,fast,fast,1.3089990615844727
1,drink,drink,1.6634109020233154
1,bed,bed,1.279721975326538
1,snow,snow,1.2947924137115479
0,please,plase,2.1154329776763916
1,please,please,4.862951755523682
