Correct,Target,Result,Input Time (s)
1,hat,hat,3.1606900691986084
0,sleep,hat,2.581998348236084
0,sleep,,10.005798101425171
1,dad,dad,3.6044528484344482
0,bird,dad,2.7064945697784424
1,bird,bird,5.038489580154419
1,hot,hot,4.2716779708862305
1,fast,fast,2.107365608215332
1,drink,drink,3.1573004722595215
1,bed,bed,5.9580748081207275
1,snow,snow,2.067178726196289
0,please,snow,2.0222408771514893
1,please,please,4.128734350204468
