Correct,Target,Result,Input Time (s)
1,who,who,2.7471468448638916
0,sun,,10.017223834991455
1,cow,cow,3.6044280529022217
0,no,cow,3.402590036392212
1,no,no,6.57542872428894
1,horse,horse,3.1332271099090576
0,chair,horse,3.0937511920928955
1,chair,chair,6.002326250076294
1,now,now,5.283163070678711
1,up,up,4.3544840812683105
1,bath,bath,3.500481128692627
1,hello,hello,2.505847215652466
