Correct,Target,Result,Input Time (s)
1,who,who,8.923581600189209
0,sun,,10.00993824005127
0,cow,sun,1.2499423027038574
1,cow,cow,4.38672947883606
0,no,cow,2.9081363677978516
1,no,no,5.506635665893555
1,horse,horse,3.1356360912323
1,chair,chair,5.892225503921509
1,now,now,2.8818533420562744
1,up,up,3.183762311935425
0,bath,fast,5.639819622039795
0,bath,,10.013346672058105
1,hello,hello,4.834050893783569
