Correct,Target,Result,Input Time (s)
1,hat,hat,3.0059123039245605
0,sleep,hat,2.046116828918457
0,sleep,,10.018989324569702
1,dad,dad,4.702011346817017
1,bird,bird,2.991412878036499
0,hot,bird,2.3116514682769775
1,hot,hot,7.937286376953125
0,fast,,10.006339311599731
1,drink,drink,1.9151973724365234
1,bed,bed,3.0939173698425293
1,snow,snow,6.220342636108398
1,please,please,2.995656728744507
