Correct,Target,Result,Input Time (s)
1,water,water,3.128612995147705
1,why,why,2.555145740509033
1,finish,finish,6.5031654834747314
1,home,home,5.465862035751343
1,happy,happy,2.1487252712249756
1,open,open,3.0297117233276367
0,rain,,10.011223077774048
1,cat,cat,2.648195743560791
1,down,down,4.448018789291382
0,sad,,10.013150691986084
