Correct,Target,Result,Input Time (s)
1,hat,hat,2.2927465438842773
1,sleep,sleep,2.443668842315674
1,dad,dad,1.6822459697723389
1,bird,bird,2.238571882247925
1,hot,hot,1.8156085014343262
0,fast,right shiftfast,2.719911575317383
0,fast,,10.004870653152466
1,drink,drink,2.4373981952667236
1,bed,bed,1.7630283832550049
1,snow,snow,1.891530990600586
1,please,please,2.3587429523468018
