Correct,Target,Result,Input Time (s)
1,who,who,2.7870302200317383
1,sun,sun,2.3917272090911865
1,cow,cow,2.4503602981567383
1,no,no,1.5984435081481934
1,horse,horse,1.9153883457183838
1,chair,chair,2.511333465576172
0,now,nowq,1.5959141254425049
0,now,,10.012990951538086
0,up,w,0.3996713161468506
1,up,up,1.9343085289001465
0,bath,right shift,0.11842775344848633
0,bath,bth,3.645561695098877
1,bath,bath,5.720123052597046
1,hello,hello,2.066671371459961
