Correct,Target,Result,Input Time (s)
1,water,water,2.7391467094421387
1,why,why,1.6669178009033203
1,finish,finish,2.575758457183838
1,home,home,1.972569227218628
0,happy,ghappy,3.5236668586730957
1,happy,happy,8.92969012260437
1,open,open,2.3007681369781494
1,rain,rain,2.014190912246704
1,cat,cat,1.5621528625488281
1,down,down,1.8158483505249023
1,sad,sad,1.4983556270599365
