Correct,Target,Result,Input Time (s)
0,hat,hathathathat,4.972764015197754
1,hat,hat,6.149776220321655
0,sleep,sleeobackspacep,3.502920389175415
1,sleep,sleep,5.698468923568726
1,dad,dad,1.5850157737731934
1,bird,bird,1.6946866512298584
1,hot,hot,1.2576699256896973
1,fast,fast,1.6820621490478516
1,drink,drink,2.161099433898926
1,bed,bed,1.1869888305664062
1,snow,snow,1.599442958831787
1,please,please,2.588407516479492
