Correct,Target,Result,Input Time (s)
1,hat,hat,1.4822053909301758
1,sleep,sleep,1.7585296630859375
1,dad,dad,1.142686367034912
0,bird,bitd,1.5244529247283936
0,bird,bitd,3.2692689895629883
1,bird,bird,4.379278182983398
0,hot,how,1.3163213729858398
1,hot,hot,2.458202362060547
1,fast,fast,1.5267341136932373
0,drink,dinkt,2.0177805423736572
1,drink,drink,3.584657907485962
1,bed,bed,1.0758724212646484
1,snow,snow,1.2409265041351318
1,please,please,1.4050219058990479
