Correct,Target,Result,Input Time (s)
1,hat,hat,1.3670556545257568
1,sleep,sleep,1.448655128479004
1,dad,dad,1.1376872062683105
1,bird,bird,1.4326543807983398
1,hot,hot,1.2019848823547363
1,fast,fast,1.4070203304290771
1,drink,drink,1.4447283744812012
1,bed,bed,1.1927063465118408
1,snow,snow,1.2996139526367188
1,please,please,1.5227258205413818
