Correct,Target,Result,Input Time (s)
0,who,whowho,24.996268033981323
1,sun,sun,1.8510191440582275
1,cow,cow,1.6477622985839844
1,no,no,1.2470276355743408
1,horse,horse,1.7359344959259033
1,chair,chair,1.4797990322113037
1,now,now,1.227278470993042
1,up,up,1.3295423984527588
1,bath,bath,1.4026436805725098
1,hello,hello,1.574547529220581
