Correct,Target,Result,Input Time (s)
1,water,water,1.853839635848999
1,why,why,1.2964367866516113
1,finish,finish,1.9021844863891602
1,home,home,1.7671620845794678
1,happy,happy,1.4528274536132812
1,open,open,1.5427961349487305
1,rain,rain,1.6666748523712158
1,cat,cat,1.202465295791626
1,down,down,1.3218836784362793
1,sad,sad,1.3135690689086914
