Correct,Target,Result,Input Time (s)
1,who,who,4.30908203125
0,sun,who,1.9916431903839111
0,sun,drink,6.325908422470093
0,sun,,10.007827758789062
1,cow,cow,4.152913808822632
1,no,no,2.458561658859253
1,horse,horse,2.6405816078186035
0,chair,horse,2.187230110168457
0,chair,,10.00808835029602
0,now,no,1.3547449111938477
1,now,now,3.93265700340271
0,up,,10.007984638214111
0,bath,,10.00900411605835
0,hello,,10.020152807235718
